Category,Item,Total Spent,Transaction Date
Subscriptions,Spotify,21.45,2024-11-20
Groceries,Rice,103.24,2023-06-14
Dining,Food Delivery,105.63,2023-08-03
Housing,Mortgage,819.81,2023-12-02
Transportation,Bus Pass,16.43,2024-12-27
Groceries,Milk,143.68,2023-03-24
Groceries,Chicken,19.88,2023-11-07
Housing,Mortgage,780.35,2023-06-27
Utilities,Electricity Bill,122.04,2024-04-07
Utilities,Water Bill,38.42,2024-10-31
Subscriptions,Netflix,36.65,2024-11-16
Transportation,Train Ticket,131.94,2024-10-17
Transportation,Train Ticket,149.38,2023-12-05
Other,Online Purchase,87.42,2024-03-21
Other,Online Purchase,127.86,2024-07-27
Groceries,Chicken,19.44,2024-03-01
Housing,Mortgage,1190.84,2024-03-12
Subscriptions,Spotify,21.49,2024-11-23
Transportation,Uber Ride,39.56,2023-01-02
Transportation,Bus Pass,43.93,2023-09-16
Groceries,Milk,60.26,2024-03-22
Dining,Fast Food,88.3,2023-01-05
Groceries,Vegetables,83.35,2023-10-25
Other,Misc Expense,84.19,2023-04-13
Transportation,Uber Ride,75.0,2023-11-03
Utilities,Internet Bill,67.39,2023-01-04
Subscriptions,Netflix,9.17,2023-01-07
Transportation,Uber Ride,99.17,2024-02-22
Subscriptions,Gym Membership,19.55,2023-07-19
Groceries,Eggs,125.96,2024-12-26
Transportation,Bus Pass,26.49,2023-09-08
Housing,Rent,1710.46,2024-07-19
Groceries,Eggs,76.97,2024-07-15
Utilities,Internet Bill,169.91,2023-08-29
Transportation,Bus Pass,111.8,2024-12-17
Other,Misc Expense,76.05,2024-02-19
Utilities,Gas Bill,178.8,2024-09-02
Transportation,Uber Ride,116.42,2023-03-31
Groceries,Eggs,117.12,2023-11-29
Transportation,Fuel,125.72,2024-04-19
Dining,Food Delivery,82.86,2024-07-05
Utilities,Internet Bill,48.14,2024-03-31
Transportation,Uber Ride,145.5,2023-01-21
Transportation,Bus Pass,120.94,2024-06-30
Other,Online Purchase,106.88,2024-08-30
Dining,Restaurant,126.01,2024-03-18
Groceries,Eggs,124.54,2023-05-15
Utilities,Water Bill,184.55,2024-12-09
Other,Misc Expense,100.13,2024-01-09
Subscriptions,Netflix,30.78,2023-12-28
Subscriptions,Spotify,20.57,2024-09-05
Subscriptions,Netflix,11.59,2024-04-04
Subscriptions,Gym Membership,29.8,2023-12-06
Dining,Fast Food,145.82,2024-03-28
Other,Misc Expense,50.8,2024-11-30
Groceries,Milk,149.61,2023-01-01
Subscriptions,Gym Membership,34.71,2024-06-27
Subscriptions,Spotify,6.36,2023-04-22
Transportation,Train Ticket,29.69,2023-07-30
Utilities,Internet Bill,160.92,2024-01-20
Groceries,Milk,137.57,2023-07-20
Transportation,Fuel,66.6,2023-03-14
Utilities,Water Bill,247.45,2024-05-22
Transportation,Fuel,135.67,2023-04-30
Housing,Rent,1401.14,2024-10-16
Dining,Food Delivery,132.93,2024-08-31
Utilities,Internet Bill,229.4,2023-12-03
Housing,Mortgage,1877.31,2023-08-14
Utilities,Internet Bill,224.02,2024-11-23
Transportation,Train Ticket,78.46,2024-10-20
Subscriptions,Gym Membership,22.94,2023-04-18
Subscriptions,Spotify,38.92,2024-04-23
Dining,Food Delivery,38.68,2024-12-29
Subscriptions,Netflix,21.46,2024-05-23
Subscriptions,Spotify,39.31,2024-10-31
Other,Misc Expense,117.93,2023-11-17
Dining,Food Delivery,135.4,2024-11-06
Transportation,Bus Pass,43.73,2023-02-14
Dining,Fast Food,88.48,2023-06-24
Housing,Mortgage,1496.35,2023-12-18
Transportation,Train Ticket,46.76,2024-04-07
Other,Misc Expense,149.05,2023-04-22
Housing,Mortgage,1720.47,2023-09-23
Utilities,Gas Bill,232.31,2023-08-03
Subscriptions,Gym Membership,26.93,2024-12-28
Other,Online Purchase,70.92,2024-09-12
Housing,Mortgage,1797.1,2024-04-06
Subscriptions,Netflix,22.39,2024-03-02
Housing,Rent,1336.75,2023-08-12
Transportation,Uber Ride,74.85,2024-12-11
Utilities,Electricity Bill,173.47,2023-04-11
Other,Misc Expense,71.46,2024-02-02
Groceries,Vegetables,96.61,2023-07-17
Transportation,Uber Ride,97.36,2023-01-03
Dining,Food Delivery,81.59,2024-02-02
Subscriptions,Netflix,11.91,2024-12-29
Subscriptions,Spotify,13.27,2023-07-13
Dining,Food Delivery,89.42,2023-12-15
Utilities,Gas Bill,39.51,2023-07-11
Utilities,Electricity Bill,241.64,2024-11-30
Other,Misc Expense,49.31,2023-06-12
Dining,Restaurant,49.09,2024-11-18
Housing,Mortgage,998.64,2024-04-06
Utilities,Gas Bill,41.8,2023-05-24
Utilities,Water Bill,137.21,2023-10-27
Dining,Food Delivery,51.47,2023-02-04
Subscriptions,Netflix,15.99,2023-12-19
Housing,Mortgage,658.66,2023-06-02
Groceries,Milk,63.43,2024-04-26
Transportation,Uber Ride,31.6,2023-11-13
Transportation,Bus Pass,85.85,2024-04-26
Other,Misc Expense,19.34,2023-06-13
Groceries,Chicken,85.87,2024-11-09
Subscriptions,Netflix,10.16,2024-11-24
Housing,Rent,1054.9,2024-03-24
Housing,Mortgage,815.35,2023-06-03
Subscriptions,Gym Membership,29.85,2023-01-28
Transportation,Fuel,46.52,2024-03-05
Subscriptions,Gym Membership,28.49,2023-09-20
Transportation,Bus Pass,50.6,2023-12-15
Subscriptions,Spotify,38.93,2023-08-06
Housing,Mortgage,1299.61,2024-05-13
Other,Misc Expense,138.67,2023-08-10
Utilities,Water Bill,218.72,2023-07-16
Subscriptions,Gym Membership,14.2,2024-02-25
Groceries,Milk,79.37,2024-12-11
Housing,Rent,1127.84,2024-11-07
Other,Online Purchase,142.36,2024-03-10
Subscriptions,Netflix,29.0,2023-06-03
Groceries,Chicken,68.29,2023-12-12
Housing,Rent,1241.08,2024-09-12
Groceries,Rice,97.57,2024-04-18
Groceries,Vegetables,12.87,2023-12-15
Housing,Rent,678.14,2024-08-21
Other,Online Purchase,40.17,2024-09-18
Groceries,Rice,67.15,2024-05-02
Utilities,Electricity Bill,190.19,2024-07-18
Housing,Rent,1656.87,2023-08-25
Subscriptions,Gym Membership,34.37,2024-09-02
Utilities,Internet Bill,164.07,2023-04-26
Groceries,Eggs,35.98,2024-05-06
Groceries,Bread,28.48,2024-03-03
Groceries,Milk,134.96,2023-05-09
Utilities,Water Bill,127.78,2023-10-14
Utilities,Internet Bill,99.42,2024-09-27
Subscriptions,Spotify,23.95,2024-03-31
Other,Online Purchase,133.93,2023-05-29
Groceries,Rice,31.45,2023-06-12
Housing,Rent,1973.19,2023-06-21
Dining,Food Delivery,84.35,2023-10-26
Transportation,Fuel,106.44,2024-01-10
Subscriptions,Gym Membership,30.92,2023-10-05
Dining,Fast Food,4.93,2024-08-04
Dining,Food Delivery,123.82,2024-10-24
Dining,Fast Food,67.67,2024-12-12
Housing,Mortgage,1999.05,2023-07-01
Transportation,Fuel,34.98,2024-07-17
Dining,Food Delivery,39.84,2024-05-21
Subscriptions,Gym Membership,20.45,2024-12-14
Housing,Mortgage,1269.97,2024-04-14
Other,Online Purchase,149.12,2023-03-30
Utilities,Internet Bill,63.69,2023-11-10
Utilities,Internet Bill,205.02,2023-05-20
Subscriptions,Netflix,29.05,2023-03-14
Housing,Mortgage,1212.57,2023-01-02
Transportation,Train Ticket,130.26,2023-03-18
Housing,Mortgage,1142.07,2024-02-12
Subscriptions,Gym Membership,12.04,2024-12-07
Other,Misc Expense,58.57,2024-04-28
Other,Misc Expense,96.49,2023-05-28
Dining,Food Delivery,79.98,2023-05-07
Utilities,Gas Bill,180.64,2023-09-01
Transportation,Bus Pass,15.23,2024-02-13
Other,Online Purchase,15.46,2024-09-10
Groceries,Chicken,84.79,2023-09-25
Subscriptions,Netflix,5.1,2024-12-20
Groceries,Rice,3.17,2024-06-10
Other,Misc Expense,74.43,2023-04-16
Transportation,Train Ticket,8.79,2024-04-23
Housing,Rent,676.74,2023-10-20
Groceries,Eggs,36.24,2024-03-10
Subscriptions,Gym Membership,20.49,2024-01-24
Dining,Food Delivery,25.29,2023-10-28
Dining,Restaurant,101.44,2023-12-02
Groceries,Milk,8.14,2024-08-07
Groceries,Milk,102.41,2023-02-22
Other,Online Purchase,75.97,2024-01-06
Groceries,Vegetables,28.96,2024-01-17
Groceries,Bread,54.16,2023-10-23
Subscriptions,Spotify,31.69,2024-10-03
Utilities,Water Bill,32.63,2024-11-21
Utilities,Internet Bill,167.36,2024-09-09
Dining,Fast Food,98.32,2024-11-21
Housing,Mortgage,1815.42,2024-03-08
Transportation,Fuel,112.98,2023-09-18
Other,Online Purchase,53.94,2024-01-28
Housing,Mortgage,832.07,2023-10-16
Groceries,Rice,44.78,2023-12-24
Other,Online Purchase,67.8,2023-02-10
Other,Misc Expense,16.66,2023-07-12
Utilities,Internet Bill,246.33,2023-08-24
Other,Misc Expense,119.04,2024-02-09
Housing,Mortgage,761.3,2024-11-23
Dining,Restaurant,126.11,2023-11-24
Transportation,Fuel,115.72,2024-04-13
Transportation,Uber Ride,120.59,2024-06-17
Transportation,Fuel,78.88,2023-03-22
Transportation,Bus Pass,89.47,2023-02-05
Subscriptions,Netflix,33.68,2023-12-12
Subscriptions,Spotify,30.71,2024-11-21
Transportation,Fuel,40.56,2023-12-05
Groceries,Chicken,93.73,2024-07-25
Dining,Restaurant,29.85,2024-01-18
Other,Online Purchase,49.65,2024-03-27
Housing,Rent,763.18,2024-12-09
Groceries,Vegetables,79.16,2024-12-10
Other,Online Purchase,144.44,2023-09-14
Dining,Food Delivery,65.37,2024-06-07
Subscriptions,Gym Membership,30.44,2024-09-02
Utilities,Water Bill,108.53,2024-08-13
Dining,Restaurant,76.51,2023-08-03
Groceries,Vegetables,69.73,2024-12-12
Utilities,Gas Bill,217.31,2023-01-09
Other,Online Purchase,133.06,2023-06-01
Housing,Mortgage,1084.63,2024-05-22
Housing,Rent,1792.19,2023-10-31
Subscriptions,Netflix,23.1,2024-05-10
Other,Online Purchase,108.58,2023-05-25
Groceries,Eggs,72.16,2024-11-30
Transportation,Bus Pass,68.69,2024-01-31
Groceries,Eggs,28.65,2023-09-11
Dining,Restaurant,73.82,2024-07-14
Transportation,Fuel,148.04,2023-07-04
Groceries,Eggs,66.18,2024-04-14
Utilities,Internet Bill,40.43,2023-10-05
Transportation,Train Ticket,94.36,2023-07-05
Dining,Fast Food,130.05,2024-03-14
Subscriptions,Gym Membership,26.65,2024-08-26
Subscriptions,Gym Membership,21.47,2023-10-28
Transportation,Bus Pass,78.37,2024-04-07
Other,Misc Expense,145.07,2023-08-30
Transportation,Uber Ride,19.99,2024-09-17
Utilities,Water Bill,225.91,2023-01-04
Housing,Mortgage,1208.95,2024-12-13
Dining,Fast Food,100.53,2023-03-07
Housing,Rent,1854.14,2024-06-12
Subscriptions,Netflix,34.41,2024-06-24
Transportation,Bus Pass,73.34,2023-09-06
Dining,Food Delivery,118.88,2023-12-24
Dining,Restaurant,138.4,2023-03-13
Transportation,Fuel,84.49,2024-02-16
Utilities,Water Bill,82.8,2023-03-05
Other,Misc Expense,7.15,2024-03-04
Transportation,Bus Pass,79.21,2023-11-20
Utilities,Electricity Bill,58.89,2023-05-14
Dining,Food Delivery,138.8,2023-09-05
Utilities,Electricity Bill,126.8,2024-11-22
Utilities,Internet Bill,121.05,2024-10-26
Utilities,Gas Bill,221.89,2023-12-27
Dining,Restaurant,129.65,2023-04-18
Utilities,Electricity Bill,183.68,2024-05-18
Subscriptions,Netflix,22.09,2023-02-18
Dining,Fast Food,14.4,2024-12-14
Transportation,Bus Pass,94.52,2024-06-06
Transportation,Fuel,58.38,2023-12-29
Dining,Fast Food,107.17,2023-10-31
Groceries,Chicken,139.72,2023-06-19
Housing,Rent,706.44,2023-06-25
Housing,Mortgage,658.11,2023-11-20
Other,Misc Expense,60.35,2024-09-12
Subscriptions,Spotify,22.55,2023-06-10
Housing,Mortgage,650.4,2023-06-07
Groceries,Bread,14.65,2023-08-14
Other,Online Purchase,122.73,2024-07-07
Subscriptions,Spotify,30.68,2023-06-21
Utilities,Water Bill,75.76,2024-03-18
Dining,Food Delivery,67.16,2023-10-28
Utilities,Internet Bill,194.77,2024-07-12
Dining,Restaurant,65.84,2024-07-08
Housing,Mortgage,801.64,2024-04-18
Housing,Mortgage,1611.33,2023-06-03
Groceries,Chicken,149.11,2024-05-09
Dining,Food Delivery,36.3,2023-10-03
Dining,Restaurant,143.62,2023-01-08
Dining,Restaurant,100.88,2023-08-22
Other,Online Purchase,42.1,2024-10-10
Transportation,Bus Pass,73.61,2023-12-17
Dining,Restaurant,31.35,2024-10-27
Utilities,Internet Bill,187.04,2023-02-07
Groceries,Eggs,51.6,2023-12-14
Subscriptions,Spotify,21.44,2023-03-04
Utilities,Internet Bill,169.93,2023-05-10
Utilities,Gas Bill,208.22,2023-01-24
Transportation,Train Ticket,118.93,2023-02-12
Other,Online Purchase,51.67,2023-12-12
Transportation,Fuel,79.62,2024-12-18
Housing,Rent,1714.07,2024-04-14
Housing,Rent,745.6,2024-05-03
Subscriptions,Gym Membership,7.42,2024-08-20
Dining,Food Delivery,118.3,2023-10-20
Dining,Food Delivery,70.65,2024-06-24
Dining,Fast Food,58.88,2023-01-11
Transportation,Bus Pass,78.69,2023-09-28
Housing,Mortgage,919.57,2023-07-11
Housing,Rent,698.77,2024-12-07
Utilities,Gas Bill,102.66,2024-07-01
Dining,Food Delivery,67.34,2023-01-11
Housing,Mortgage,934.81,2024-09-21
Transportation,Bus Pass,88.65,2024-08-30
Housing,Mortgage,1190.44,2023-02-02
Dining,Fast Food,6.53,2024-07-22
Subscriptions,Spotify,7.98,2023-02-18
Utilities,Water Bill,36.37,2023-05-01
Utilities,Internet Bill,197.03,2023-05-28
Subscriptions,Netflix,19.85,2024-10-01
Groceries,Eggs,133.99,2024-07-15
Other,Online Purchase,8.61,2024-11-20
Groceries,Milk,56.8,2023-08-12
Utilities,Internet Bill,207.79,2023-11-30
Dining,Fast Food,6.11,2024-10-13
Housing,Mortgage,1316.09,2024-04-16
Groceries,Eggs,139.12,2024-01-10
Subscriptions,Spotify,17.88,2024-12-14
Subscriptions,Gym Membership,17.37,2024-05-21
Transportation,Bus Pass,92.91,2024-01-15
Transportation,Uber Ride,133.98,2023-11-28
Housing,Rent,1141.41,2024-07-30
Housing,Rent,1020.51,2024-01-09
Other,Misc Expense,134.94,2024-07-26
Utilities,Gas Bill,181.73,2023-05-15
Housing,Mortgage,1906.24,2024-04-09
Housing,Rent,704.03,2024-10-27
Transportation,Uber Ride,131.43,2024-09-16
Housing,Rent,1765.12,2024-01-19
Dining,Fast Food,107.45,2023-11-24
Utilities,Electricity Bill,38.88,2024-11-11
Utilities,Internet Bill,198.31,2023-09-26
Dining,Restaurant,6.78,2024-07-14
Utilities,Gas Bill,71.48,2024-01-07
Housing,Rent,1912.07,2023-06-22
Housing,Mortgage,1000.02,2024-12-20
Utilities,Water Bill,126.03,2023-10-24
Housing,Rent,726.36,2023-04-01
Other,Online Purchase,56.17,2024-11-06
Utilities,Gas Bill,99.74,2024-08-04
Groceries,Vegetables,6.96,2024-05-04
Subscriptions,Spotify,33.02,2024-11-02
Utilities,Water Bill,119.46,2023-03-30
Subscriptions,Gym Membership,38.83,2023-04-27
Utilities,Gas Bill,190.57,2023-08-27
Transportation,Bus Pass,72.53,2023-07-26
Utilities,Internet Bill,226.35,2024-03-13
Subscriptions,Spotify,22.27,2023-10-25
Other,Online Purchase,20.05,2023-04-30
Utilities,Electricity Bill,166.23,2024-12-13
Housing,Rent,1991.5,2023-02-10
Groceries,Eggs,90.03,2023-11-09
Subscriptions,Netflix,23.4,2024-09-08
Groceries,Chicken,83.12,2024-06-24
Housing,Rent,1548.4,2023-11-06
Other,Misc Expense,26.19,2023-04-30
Other,Online Purchase,102.39,2024-08-27
Groceries,Chicken,25.65,2024-11-17
Utilities,Water Bill,242.13,2024-12-13
Utilities,Electricity Bill,63.35,2024-03-17
Other,Misc Expense,74.89,2023-11-04
Housing,Rent,719.11,2024-11-01
Utilities,Electricity Bill,225.33,2024-05-05
Transportation,Uber Ride,50.2,2023-01-31
Groceries,Bread,109.16,2023-06-12
Groceries,Bread,43.05,2023-09-27
Subscriptions,Spotify,38.54,2023-03-20
Transportation,Fuel,116.18,2023-12-20
Groceries,Vegetables,75.9,2023-12-22
Other,Online Purchase,55.64,2024-10-30
Dining,Restaurant,36.24,2024-01-22
Other,Online Purchase,20.3,2023-01-27
Other,Online Purchase,100.33,2024-10-19
Subscriptions,Gym Membership,27.83,2024-11-18
Housing,Rent,1844.34,2024-03-26
Other,Online Purchase,143.25,2024-08-10
Subscriptions,Spotify,12.2,2024-03-10
Dining,Fast Food,6.34,2023-12-20
Subscriptions,Gym Membership,36.99,2024-02-11
Dining,Food Delivery,91.88,2023-05-21
Other,Online Purchase,35.08,2024-04-17
Groceries,Milk,75.49,2024-11-28
Transportation,Uber Ride,117.86,2024-08-16
Dining,Restaurant,43.33,2023-02-19
Subscriptions,Spotify,11.39,2023-11-02
Utilities,Electricity Bill,119.37,2024-07-01
Other,Misc Expense,46.09,2024-12-13
Subscriptions,Gym Membership,11.74,2024-10-28
Utilities,Water Bill,161.95,2023-01-06
Other,Misc Expense,30.42,2024-06-21
Other,Misc Expense,137.26,2024-12-10
Utilities,Gas Bill,104.29,2023-10-08
Transportation,Bus Pass,149.84,2023-04-26
Utilities,Electricity Bill,240.06,2023-01-25
Utilities,Gas Bill,66.32,2023-08-29
Dining,Fast Food,82.77,2023-07-31
Subscriptions,Gym Membership,18.87,2024-07-30
Other,Online Purchase,24.37,2023-09-04
Subscriptions,Netflix,29.32,2024-02-26
Transportation,Fuel,56.52,2023-11-15
Dining,Fast Food,135.09,2023-10-08
Subscriptions,Spotify,38.03,2023-09-30
Groceries,Rice,36.94,2023-04-01
Utilities,Electricity Bill,53.24,2023-12-07
Transportation,Train Ticket,87.54,2024-05-07
Dining,Restaurant,20.91,2024-01-02
Subscriptions,Spotify,8.62,2023-10-03
Transportation,Uber Ride,57.37,2023-07-02
Subscriptions,Netflix,29.9,2024-12-20
Dining,Restaurant,13.69,2024-07-05
Dining,Restaurant,17.99,2024-01-31
Groceries,Bread,131.99,2023-03-19
Groceries,Chicken,92.31,2024-02-14
Housing,Rent,1078.37,2024-12-27
Housing,Mortgage,1090.89,2023-09-22
Utilities,Internet Bill,84.3,2024-06-02
Other,Misc Expense,138.96,2023-08-26
Dining,Fast Food,16.16,2023-10-01
Other,Online Purchase,32.17,2024-11-23
Transportation,Bus Pass,44.28,2023-12-13
Other,Misc Expense,102.16,2024-03-10
Groceries,Milk,36.94,2023-01-08
Other,Online Purchase,16.63,2024-02-28
Housing,Rent,1685.61,2023-08-14
Subscriptions,Spotify,21.51,2023-10-01
Housing,Rent,1512.29,2024-03-31
Housing,Rent,1342.53,2024-07-01
Transportation,Uber Ride,141.52,2023-11-29
Other,Misc Expense,6.16,2024-08-22
Utilities,Gas Bill,187.55,2024-08-10
Groceries,Rice,103.4,2024-01-05
Groceries,Chicken,19.68,2023-07-13
Dining,Food Delivery,119.24,2023-01-20
Utilities,Gas Bill,168.24,2024-07-29
Transportation,Train Ticket,131.13,2024-04-30
Other,Misc Expense,7.99,2024-12-08
Dining,Restaurant,122.14,2024-08-07
Transportation,Bus Pass,131.81,2023-05-08
Transportation,Train Ticket,90.31,2023-12-30
Transportation,Bus Pass,93.12,2024-02-01
Dining,Food Delivery,51.41,2023-05-22
Other,Online Purchase,147.2,2024-12-14
Dining,Food Delivery,105.63,2023-12-29
Other,Misc Expense,22.17,2023-12-18
Utilities,Electricity Bill,54.69,2023-03-10
Housing,Mortgage,1028.45,2024-08-16
Housing,Mortgage,1046.49,2023-07-08
Utilities,Gas Bill,209.55,2024-12-29
Utilities,Water Bill,122.96,2024-06-10
Subscriptions,Spotify,29.04,2024-11-30
Other,Online Purchase,10.79,2024-03-31
Groceries,Rice,84.76,2023-04-16
Utilities,Gas Bill,104.32,2024-02-19
Groceries,Vegetables,111.55,2023-02-11
Other,Misc Expense,131.47,2024-08-02
Transportation,Bus Pass,16.21,2023-10-23
Utilities,Water Bill,107.13,2023-06-03
Other,Online Purchase,97.07,2024-05-09
Utilities,Internet Bill,219.08,2024-11-05
Dining,Food Delivery,149.05,2023-05-08
Housing,Rent,793.93,2023-11-30
Dining,Fast Food,96.67,2024-12-29
Dining,Restaurant,124.71,2023-12-16
Subscriptions,Gym Membership,30.51,2023-03-08
Other,Misc Expense,144.09,2024-11-22
Subscriptions,Gym Membership,37.63,2023-01-03
Dining,Food Delivery,87.8,2023-04-29
Dining,Restaurant,14.18,2024-02-15
Transportation,Bus Pass,59.13,2024-10-27
Groceries,Milk,149.91,2024-05-31
Utilities,Electricity Bill,130.64,2023-11-07
Utilities,Gas Bill,137.68,2024-11-17
Subscriptions,Gym Membership,31.79,2024-12-28
Utilities,Water Bill,188.75,2024-05-09
Transportation,Fuel,70.4,2023-02-27
Dining,Food Delivery,85.39,2023-05-04
Housing,Rent,841.61,2023-04-08
Utilities,Electricity Bill,189.96,2024-07-22
Other,Online Purchase,83.94,2023-06-17
Other,Online Purchase,62.71,2024-08-08
Subscriptions,Netflix,28.3,2024-02-26
Housing,Rent,1202.53,2023-07-28
Subscriptions,Netflix,27.63,2024-01-05
Dining,Restaurant,63.25,2024-02-17
Other,Online Purchase,146.34,2023-01-02
Other,Online Purchase,30.77,2024-04-28
Groceries,Vegetables,90.28,2023-01-22
Dining,Restaurant,122.18,2024-05-14
Subscriptions,Netflix,22.92,2024-03-02
Housing,Mortgage,1914.91,2023-08-19
Utilities,Electricity Bill,214.94,2024-12-24
Groceries,Chicken,144.69,2024-06-11
Utilities,Gas Bill,160.65,2024-11-19
Housing,Mortgage,1026.26,2024-03-26
Other,Misc Expense,140.28,2023-06-30
Subscriptions,Spotify,34.83,2023-10-21
Housing,Mortgage,1152.95,2024-03-28
Utilities,Internet Bill,109.3,2023-10-10
Groceries,Chicken,77.95,2024-05-29
Groceries,Rice,149.7,2023-10-05
Dining,Fast Food,87.88,2023-01-04
Other,Online Purchase,31.49,2023-12-08
Other,Online Purchase,113.96,2023-03-04
Utilities,Internet Bill,117.38,2023-08-20
Groceries,Bread,21.38,2024-02-03
Housing,Mortgage,1934.24,2024-01-16
Dining,Restaurant,38.5,2024-09-18
Housing,Rent,1246.03,2023-09-22
Other,Online Purchase,110.67,2023-08-21
Transportation,Uber Ride,66.6,2023-12-18
Utilities,Water Bill,117.94,2024-05-05
Transportation,Uber Ride,21.4,2024-12-26
Subscriptions,Netflix,27.15,2024-08-30
Groceries,Milk,108.86,2024-01-02
Other,Online Purchase,61.72,2024-02-22
Subscriptions,Netflix,22.24,2023-08-25
Utilities,Gas Bill,147.21,2023-12-30
Housing,Mortgage,1925.06,2024-06-16
Utilities,Internet Bill,203.04,2023-08-13
Dining,Food Delivery,28.98,2023-12-12
Other,Online Purchase,18.0,2023-08-27
Other,Online Purchase,108.47,2024-12-16
Housing,Rent,1570.1,2023-11-16
Utilities,Water Bill,227.15,2023-07-29
Housing,Mortgage,876.52,2023-08-27
Other,Online Purchase,103.37,2024-10-09
Housing,Rent,1113.99,2024-10-11
Other,Online Purchase,21.8,2024-10-23
Dining,Food Delivery,95.01,2023-01-13
Transportation,Fuel,35.21,2023-04-14
Subscriptions,Gym Membership,27.46,2024-01-16
Other,Online Purchase,73.2,2024-03-07
Subscriptions,Gym Membership,5.58,2024-10-30
Housing,Mortgage,1781.81,2024-01-01
Transportation,Bus Pass,110.0,2024-12-08
Utilities,Electricity Bill,176.45,2024-07-06
Other,Online Purchase,71.14,2024-11-15
Utilities,Internet Bill,101.11,2024-12-31
Utilities,Internet Bill,243.34,2024-09-08
Dining,Food Delivery,80.81,2024-09-23
Utilities,Gas Bill,59.21,2024-07-23
Utilities,Electricity Bill,130.5,2024-09-13
Dining,Food Delivery,101.8,2023-08-11
Housing,Rent,1121.21,2023-09-01
Utilities,Electricity Bill,112.31,2024-08-18
Other,Misc Expense,144.7,2024-01-07
Other,Online Purchase,103.1,2023-01-31
Utilities,Gas Bill,125.9,2024-10-26
